tract,Name,Employment_Rate
11001001302,"Forest Hills, Washington, DC",0.7544
11001002701,"Northwest Washington, Washington, DC",0.7542
11001003000,"Columbia Heights, Washington, DC",0.7526
51059420700,"Alexandria, VA",0.7525
51510200105,"Alexandria West, Alexandria, VA",0.7522
11001009804,"Southeast Washington, Washington, DC",0.7519
51510200703,"Southwest Quadrant, Alexandria, VA",0.7518
24033803100,"Capitol Heights, MD",0.7517
11001002502,"Northwest Washington, Washington, DC",0.7507
51059450602,"Falls Church, VA",0.7502
11001009603,"Northeast Washington, Washington, DC",0.75
24033804300,"Hyattsville, MD",0.7497
11001010200,"Southwest Washington, Washington, DC",0.7495
24033804802,"Mount Rainier, MD",0.7489
11001007806,"Northeast Washington, Washington, DC",0.7475
11001009807,"Bellevue, Washington, DC",0.7473
11001007903,"Kingman Park, Washington, DC",0.7471
11001003301,"Bloomingdale, Washington, DC",0.747
24033803508,"Glenarden, MD",0.7468
51013102801,"Columbia Forest, Arlington, VA",0.7457
11001007703,"Fort Dupont, Washington, DC",0.745
11001006802,"Barney Circle, Washington, DC",0.7446
11001007406,"Southeast Washington, Washington, DC",0.7445
51059420202,"Alexandria, VA",0.7438
11001007604,"Southeast Washington, Washington, DC",0.7436
51059451602,"Falls Church, VA",0.7435
11001009203,"Northeast Washington, Washington, DC",0.7435
11001008002,"Northeast Washington, Washington, DC",0.743
11001003200,"Northwest Washington, Washington, DC",0.7413
11001008904,"Carver / Langston, Washington, DC",0.741
11001009700,"Southeast Washington, Washington, DC",0.7401
11001002900,"Northwest Washington, Washington, DC",0.7379
11001007605,"Fairlawn, Washington, DC",0.7378
11001009902,"Southeast Washington, Washington, DC",0.7377
11001007707,"Benning Ridge, Washington, DC",0.7376
11001008701,"Eckington, Washington, DC",0.735
11001009102,"Brentwood, Washington, DC",0.7345
11001010400,"Southeast Washington, Washington, DC",0.7343
11001008702,"Eckington, Washington, DC",0.7342
24033801600,"Oxon Hill, MD",0.7341
24033806400,"University Park, MD",0.7331
11001008903,"Carver / Langston, Washington, DC",0.7321
11001009803,"Congress Heights, Washington, DC",0.7316
11001008302,"Northeast Washington, Washington, DC",0.7313
11001009602,"Mayfair, Washington, DC",0.7309
11001004802,"Northwest Washington, Washington, DC",0.7306
11001004702,"Northwest Washington, Washington, DC",0.7304
11001009301,"Northeast Washington, Washington, DC",0.7298
51059452600,"Alexandria, VA",0.7298
11001009906,"Marshall Heights, Washington, DC",0.727
11001008410,"Northeast Washington, Washington, DC",0.727
51510201900,"Old Town, Alexandria, VA",0.7269
11001007407,"Barry Farm, Washington, DC",0.7264
11001008802,"Northeast Washington, Washington, DC",0.7258
11001008803,"Northeast Washington, Washington, DC",0.7254
11001002501,"16th Street Heights, Washington, DC",0.7242
11001003600,"Columbia Heights, Washington, DC",0.7239
51013103100,"Nauck, Arlington, VA",0.7238
11001007709,"Fairlawn, Washington, DC",0.7237
11001006900,"Southeast Washington, Washington, DC",0.7235
11001009509,"Michigan Park, Washington, DC",0.7233
11001003302,"Bloomingdale, Washington, DC",0.7226
11001007804,"Lincoln Heights, Washington, DC",0.7222
11001009601,"Kenilworth, Washington, DC",0.7217
11001008402,"Northeast Washington, Washington, DC",0.7214
11001008100,"Northeast Washington, Washington, DC",0.7199
11001009905,"Marshall Heights, Washington, DC",0.7196
24033804801,"Mount Rainier, MD",0.7193
11001009811,"Southeast Washington, Washington, DC",0.7172
11001007409,"Southeast Washington, Washington, DC",0.7149
11001005001,"Logan Circle, Washington, DC",0.714
11001007504,"Historic Anacostia, Washington, DC",0.709
11001008804,"Northeast Washington, Washington, DC",0.709
11001007502,"Southeast Washington, Washington, DC",0.7067
24031706009,"Potomac, MD",0.7036
24033803401,"Landover, Hyattsville, MD",0.7021
11001009810,"Southeast Washington, Washington, DC",0.7021
11001004801,"Northwest Washington, Washington, DC",0.6997
11001007601,"Southeast Washington, Washington, DC",0.6996
11001007901,"Northeast Washington, Washington, DC",0.6994
11001007401,"Barry Farm, Washington, DC",0.6982
24031702401,"Silver Spring, MD",0.6982
11001009904,"Marshall Heights, Washington, DC",0.6965
11001007503,"Historic Anacostia, Washington, DC",0.6963
11001009907,"Southeast Washington, Washington, DC",0.6959
51013101200,"Dominion Hills, Arlington, VA",0.6958
11001007404,"Douglass, Washington, DC",0.6957
51059451501,"Falls Church, VA",0.6957
11001002802,"Columbia Heights, Washington, DC",0.6953
51059420502,"Alexandria, VA",0.6948
51013101300,"Bluemont, Arlington, VA",0.6943
11001009801,"Southeast Washington, Washington, DC",0.694
11001010900,"Southwest Washington, Washington, DC",0.6918
11001004701,"Northwest Washington, Washington, DC",0.6917
11001009204,"Edgewood, Washington, DC",0.6916
11001007408,"Southeast Washington, Washington, DC",0.6883
51013102302,"Barcroft, Arlington, VA",0.687
11001010600,"Near Northeast, Washington, DC",0.6868
51013102500,"Penrose, Arlington, VA",0.6839
51510201500,"Potomac West, Alexandria, VA",0.6835
11001003800,"Northwest Washington, Washington, DC",0.6829
24031705902,"Bannockburn, Bethesda, MD",0.6814
