tract,Name,Employment_Rate
24003751000,"Glen Burnie, MD",0.7565
24005420402,"Dundalk, MD",0.7558
24005420800,"Dundalk, MD",0.7555
24005491201,"Towson, MD",0.7538
24005430104,"Lansdowne - Baltimore Highlands, Halethorpe, MD",0.7536
24005440600,"Rosedale, MD",0.7529
24005492001,"Parkville, MD",0.7514
24003730401,"Glen Burnie, MD",0.7511
24003750803,"Glen Burnie, MD",0.751
24003730402,"Glen Burnie, MD",0.7503
24510260900,"Baltimore, MD",0.7481
24510010300,"Canton, Baltimore, MD",0.7457
24510140100,"Bolton Hill, Baltimore, MD",0.7456
24510261100,"Canton, Baltimore, MD",0.7448
24003750202,"Brooklyn Park, MD",0.7441
24510260700,"Fifteenth Street, Baltimore, MD",0.7438
24510120202,"Baltimore, MD",0.7408
24005430300,"Lansdowne - Baltimore Highlands, Halethorpe, MD",0.7392
24510270804,"Lake Walker, Baltimore, MD",0.7366
24003730203,"Glen Burnie, MD",0.7366
24510010500,"Upper Fells Point, Baltimore, MD",0.7366
24003751102,"Glen Burnie, MD",0.7363
24003750101,"Brooklyn Park, MD",0.7341
24005421300,"Dundalk, MD",0.7326
24510250206,"Morrell Park, Baltimore, MD",0.732
24510090300,"Ednor Gardens - Lakeside, Baltimore, MD",0.7303
24510261000,"Patterson Park, Baltimore, MD",0.73
24510250103,"Violetville, Baltimore, MD",0.7288
24510260203,"Frankford, Baltimore, MD",0.7287
24003750102,"Baltimore, MD",0.7284
24510250101,"Beechfield, Baltimore, MD",0.7269
24005430200,"Lansdowne - Baltimore Highlands, Lansdowne, MD",0.7259
24510260800,"Baltimore Highlands, Baltimore, MD",0.7244
24510272004,"Cheswolde, Baltimore, MD",0.7233
24510250402,"Brooklyn, Baltimore, MD",0.722
24510250301,"Westport, Baltimore, MD",0.7212
24510250401,"Brooklyn, Baltimore, MD",0.7204
24005421102,"Dundalk, MD",0.718
24510240100,"Locust Point, Baltimore, MD",0.7179
24510130600,"Hampden, Baltimore, MD",0.7173
24510120201,"Baltimore, MD",0.7167
24510130700,"Hampden, Baltimore, MD",0.7162
24510260501,"Joseph Lee, Baltimore, MD",0.7157
24510272005,"Cross Country, Baltimore, MD",0.7144
24510060300,"Butchers Hill, Baltimore, MD",0.713
24005452300,"Baltimore, MD",0.7123
24003750203,"Baltimore, MD",0.7119
24005421200,"Dundalk, MD",0.7094
24005430101,"Lansdowne - Baltimore Highlands, Lansdowne, MD",0.7093
24005430900,"Baltimore, MD",0.708
24510271102,"Mid-Charles, Baltimore, MD",0.7042
24510120600,"Old Goucher, Baltimore, MD",0.7033
24510230200,"South Baltimore, Baltimore, MD",0.7032
24510200600,"Baltimore, MD",0.7022
24510271101,"Radnor - Winston, Baltimore, MD",0.7005
24510250303,"Morrell Park, Baltimore, MD",0.7002
24510110200,"Downtown, Baltimore, MD",0.7001
24510240400,"Riverside Park, Baltimore, MD",0.6939
24005421101,"Baltimore, MD",0.6904
24510090400,"Better Waverly, Baltimore, MD",0.6852
24510260101,"Cedmont, Baltimore, MD",0.6836
24005420303,"Dundalk, MD",0.6809
24510060400,"Baltimore, MD",0.6809
24510240300,"Riverside, Baltimore, MD",0.6755
24510020200,"Upper Fells Point, Baltimore, MD",0.6735
24510272003,"Baltimore, MD",0.6732
24510250205,"Lakeland, Baltimore, MD",0.6685
24510060200,"Baltimore, MD",0.6667
24510230300,"South Baltimore, Baltimore, MD",0.6657
24510060100,"Patterson Park, Baltimore, MD",0.654
24510090100,"Ednor Gardens - Lakeside, Baltimore, MD",0.6473
24510250500,"Curtis Bay, Baltimore, MD",0.6424
24510271900,"Glen, Baltimore, MD",0.6413
24510272006,"Glen, Baltimore, MD",0.6411
24510260404,"Baltimore Highlands, Baltimore, MD",0.641
24510130804,"Hampden, Baltimore, MD",0.6384
24510260401,"Armistead Gardens, Baltimore, MD",0.6336
24510260604,"O'Donnell Heights, Baltimore, MD",0.6312
24510070200,"Madison - Eastend, Baltimore, MD",0.6218
24510110100,"Downtown, Baltimore, MD",0.6117
24510210200,"Pigtown, Baltimore, MD",0.5943
24510190300,"Mount Clare, Baltimore, MD",0.589
24510120700,"Remington, Baltimore, MD",0.587
24510272007,"Fallstaff, Baltimore, MD",0.5765
24510190200,"Pratt Monroe, Baltimore, MD",0.5636
24510200500,"Mill Hill, Baltimore, MD",0.5571
24510210100,"Pigtown, Baltimore, MD",0.5564
24510230100,"Baltimore, MD",0.5499
24510200300,"Bentalou-Smallwood, Baltimore, MD",0.5438
24510090500,"Better Waverly, Baltimore, MD",0.5431
24510180300,"Hollins Market, Baltimore, MD",0.5285
24510250600,"Brooklyn, Baltimore, MD",0.5214
24510030100,"Perkins Homes, Baltimore, MD",0.481
24510280101,"Reisterstown Station, Baltimore, MD",0.4655
24510200400,"Shipley Hill, Baltimore, MD",0.4265
24510280500,"Pleasant View Gardens, Baltimore, MD",
24005492500,"Baltimore, MD",
24510180100,"Poppleton, Baltimore, MD",
24510160300,"Sandtown-Winchester, Baltimore, MD",
24510151200,"Park Circle, Baltimore, MD",
24510151000,"Dorchester, Baltimore, MD",
24510150800,"Garwyn Oaks, Baltimore, MD",
24510170200,"McCulloh Homes, Baltimore, MD",
24510250203,"Cherry Hill, Baltimore, MD",
24510260402,"Frankford, Baltimore, MD",
24510150900,"Windsor Hills, Baltimore, MD",
24510160700,"Rosemont, Baltimore, MD",
24510280402,"Rognel Heights, Baltimore, MD",
24510150200,"Sandtown-Winchester, Baltimore, MD",
24510070400,"Gay Street, Baltimore, MD",
24005490605,"Towson, MD",
24510190100,"Franklin Square, Baltimore, MD",
24510200100,"Lexington, Baltimore, MD",
24510140300,"Druid Heights, Baltimore, MD",
24510120500,"Greenmount West, Baltimore, MD",
24510080800,"Broadway East, Baltimore, MD",
24510150400,"Mondawmin, Baltimore, MD",
24510270901,"New Northwood, Baltimore, MD",
24510130400,"Woodbrook, Baltimore, MD",
24510260403,"Cedonia, Baltimore, MD",
24510151300,"Central Park Heights, Baltimore, MD",
24510280102,"Gwynn Oak, Baltimore, MD",
24005980200,"Lansdowne - Baltimore Highlands, Halethorpe, MD",
24510250207,"Cherry Hill, Baltimore, MD",
24510170300,"Upton, Baltimore, MD",
24510160400,"Midtown Edmondson, Baltimore, MD",
24510270902,"Perring Loch, Baltimore, MD",
24510150702,"Walbrook, Baltimore, MD",
24510150300,"Coppin Heights, Baltimore, MD",
24510271002,"Winston - Govans, Baltimore, MD",
24510200200,"Lexington, Baltimore, MD",
24510080400,"Broadway East, Baltimore, MD",
24510271600,"Edgecomb, Baltimore, MD",
24510150600,"NW Community Action, Baltimore, MD",
24510280302,"West Forest Park, Baltimore, MD",
24510080200,"Broadway East, Baltimore, MD",
24510160801,"Edmondson, Baltimore, MD",
24510130200,"Reservoir Hill, Baltimore, MD",
24510100100,"Johnson Square, Baltimore, MD",
24510150100,"Sandtown-Winchester, Baltimore, MD",
24510140200,"Upton, Baltimore, MD",
24510160600,"Mosher, Baltimore, MD",
24510080500,"Darley Park, Baltimore, MD",
24510170100,"Downtown, Baltimore, MD",
24510271001,"Baltimore, MD",
24510090600,"Coldstream - Homestead - Montebello, Baltimore, MD",
24510250204,"Cherry Hill, Baltimore, MD",
24510180200,"Poppleton, Baltimore, MD",
24510271801,"Arlington, Baltimore, MD",
24510200702,"Saint Joseph's, Baltimore, MD",
24510080102,"Belair - Edison, Baltimore, MD",
24510100300,"Penn - Fallsway, Baltimore, MD",
24510090700,"Coldstream - Homestead - Montebello, Baltimore, MD",
24510100200,"Baltimore, MD",
24510150500,"Burleith-Leighton, Baltimore, MD",
24510070300,"Milton - Montford, Baltimore, MD",
24510160500,"Bridgeview-Greenlawn, Baltimore, MD",
24510130300,"Penn North, Baltimore, MD",
24510150701,"Hanlon Longwood, Baltimore, MD",
24510080700,"Broadway East, Baltimore, MD",
24510090900,"Oliver, Baltimore, MD",
24510090800,"East Baltimore Midway, Baltimore, MD",
24510280200,"Gwynn Oak, Baltimore, MD",
24510130100,"Reservoir Hill, Baltimore, MD",
24510151100,"East Arlington, Baltimore, MD",
24510280404,"Irvington, Baltimore, MD",
24510200701,"Allendale, Baltimore, MD",
24510080301,"Berea, Baltimore, MD",
24510271700,"Central Park Heights, Baltimore, MD",
24510160200,"Sandtown-Winchester, Baltimore, MD",
24510040200,"Downtown, Baltimore, MD",
24510160802,"Edmondson, Baltimore, MD",
24510080302,"Berea, Baltimore, MD",
24510271802,"Langston Hughes, Baltimore, MD",
24510080600,"Broadway East, Baltimore, MD",
24003980000,"Linthicum Heights, MD",
24510270701,"Harford - Echodale - Perring Parkway, Baltimore, MD",
24510160100,"Harlem Park, Baltimore, MD",
24510130805,"Cold Springs, Baltimore, MD",
24510120400,"Barclay, Baltimore, MD",
